0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000324469,0.000650344,0.000979049,0.00131204,0.00165084,0.00199703,0.00235228,0.00271842,0.00309739,0.00349132,0.00390257,0.00433378,0.00478787,0.00526819,0.00577852,0.00632325,0.00690743,0.00753698,0.00821888,0.00896142,0.00977453,0.0106703,0.0116634,0.0127722,0.0140196,0.0154349,0.0170558,0.018932,0.0211305,0.0237433,0.0269006,0.030793,0.0357103,0.0421153,0.0507924,0.0631726,0.0821184,0.114019,0.175024,0.311615,0.674963,0.811549,0.872546,0.904432,0.92336,0.935718,0.944368,0.950741,0.955622,0.959473,0.962584,0.965145,0.967287,0.969102,0.970656,0.971998,0.973167,0.974192,0.975095,0.975894,0.976604,0.977236,0.977801,0.978306,0.978758,0.979162,0.979524,0.979846,0.980133,0.980387,0.980611,0.980807,0.980975,0.981119,0.981239,0.981335,0.98141,0.981463,0.981494,0.981505,0.981494,0.981463,0.98141,0.981335,0.981239,0.981119,0.980975,0.980807,0.980611,0.980387,0.980133,0.979846,0.979524,0.979162,0.978758,0.978306,0.977801,0.977236,0.976604,0.975894,0.975095,0.974192,0.973167,0.971998,0.970656,0.969102,0.967287,0.965145,0.962584,0.959473,0.955622,0.950741,0.944368,0.935718,0.92336,0.904432,0.872546,0.811549,0.674963,0.311615,0.175024,0.114019,0.0821184,0.0631726,0.0507924,0.0421153,0.0357103,0.030793,0.0269006,0.0237433,0.0211305,0.018932,0.0170558,0.0154349,0.0140196,0.0127722,0.0116634,0.0106703,0.00977453,0.00896142,0.00821888,0.00753698,0.00690743,0.00632325,0.00577852,0.00526819,0.00478787,0.00433378,0.00390257,0.00349132,0.00309739,0.00271842,0.00235228,0.00199703,0.00165084,0.00131204,0.000979049,0.000650344,0.000324469,0
0,0.000647541,0.00129788,0.00195384,0.00261832,0.00329434,0.00398504,0.00469376,0.00542408,0.00617989,0.00696541,0.0077853,0.00864477,0.00954964,0.0105065,0.0115228,0.0126072,0.0137696,0.0150218,0.0163773,0.0178524,0.0194666,0.0212433,0.0232113,0.025406,0.0278716,0.0306644,0.0338564,0.037542,0.041847,0.0469423,0.0530664,0.0605613,0.0699331,0.0819589,0.0978818,0.11978,0.151283,0.198932,0.274464,0.396471,0.576689,0.698687,0.774202,0.821824,0.853291,0.875144,0.891013,0.902975,0.912274,0.919686,0.925718,0.93071,0.934903,0.938465,0.941523,0.944171,0.94648,0.948506,0.950294,0.951877,0.953285,0.954541,0.955662,0.956665,0.957564,0.958368,0.959087,0.959728,0.960299,0.960805,0.961251,0.96164,0.961976,0.962263,0.962501,0.962694,0.962842,0.962947,0.96301,0.963031,0.96301,0.962947,0.962842,0.962694,0.962501,0.962263,0.961976,0.96164,0.961251,0.960805,0.960299,0.959728,0.959087,0.958368,0.957564,0.956665,0.955662,0.954541,0.953285,0.951877,0.950294,0.948506,0.94648,0.944171,0.941523,0.938465,0.934903,0.93071,0.925718,0.919686,0.912274,0.902975,0.891013,0.875144,0.853291,0.821824,0.774202,0.698687,0.576689,0.396471,0.274464,0.198932,0.151283,0.11978,0.0978818,0.0819589,0.0699331,0.0605613,0.0530664,0.0469423,0.041847,0.037542,0.0338564,0.0306644,0.0278716,0.025406,0.0232113,0.0212433,0.0194666,0.0178524,0.0163773,0.0150218,0.0137696,0.0126072,0.0115228,0.0105065,0.00954964,0.00864477,0.0077853,0.00696541,0.00617989,0.00542408,0.00469376,0.00398504,0.00329434,0.00261832,0.00195384,0.00129788,0.000647541,0
0,0.000967836,0.00193982,0.00292016,0.00391315,0.00492325,0.00595514,0.00701376,0.00810442,0.00923285,0.0104053,0.0116287,0.0129106,0.0142597,0.0156856,0.0171993,0.0188134,0.0205425,0.0224036,0.0244165,0.0266048,0.0289965,0.0316256,0.034533,0.0377692,0.041397,0.0454951,0.0501639,0.0555333,0.0617736,0.069113,0.077862,0.0884534,0.101503,0.117906,0.138996,0.166784,0.204301,0.255963,0.327431,0.423118,0.536636,0.63231,0.70375,0.755372,0.792836,0.820556,0.841565,0.857873,0.870813,0.881281,0.889891,0.897077,0.903149,0.908333,0.912802,0.916682,0.920076,0.92306,0.925697,0.928037,0.93012,0.93198,0.933642,0.935131,0.936465,0.937659,0.938728,0.939682,0.940532,0.941285,0.941948,0.942528,0.943029,0.943455,0.94381,0.944097,0.944318,0.944475,0.944568,0.9446,0.944568,0.944475,0.944318,0.944097,0.94381,0.943455,0.943029,0.942528,0.941948,0.941285,0.940532,0.939682,0.938728,0.937659,0.936465,0.935131,0.933642,0.93198,0.93012,0.928037,0.925697,0.92306,0.920076,0.916682,0.912802,0.908333,0.903149,0.897077,0.889891,0.881281,0.870813,0.857873,0.841565,0.820556,0.792836,0.755372,0.70375,0.63231,0.536636,0.423118,0.327431,0.255963,0.204301,0.166784,0.138996,0.117906,0.101503,0.0884534,0.077862,0.069113,0.0617736,0.0555333,0.0501639,0.0454951,0.041397,0.0377692,0.034533,0.0316256,0.0289965,0.0266048,0.0244165,0.0224036,0.0205425,0.0188134,0.0171993,0.0156856,0.0142597,0.0129106,0.0116287,0.0104053,0.00923285,0.00810442,0.00701376,0.00595514,0.00492325,0.00391315,0.00292016,0.00193982,0.000967836,0
0,0.00128401,0.00257347,0.00387391,0.00519097,0.00653052,0.00789867,0.00930192,0.0107472,0.012242,0.0137946,0.0154138,0.0171096,0.0188933,0.0207772,0.0227757,0.024905,0.0271838,0.029634,0.0322808,0.0351542,0.0382898,0.04173,0.0455264,0.0497416,0.0544527,0.0597558,0.0657716,0.0726542,0.0806021,0.0898748,0.100816,0.113888,0.129719,0.149167,0.173414,0.204058,0.243176,0.29319,0.356178,0.431934,0.514428,0.590167,0.653119,0.70308,0.742126,0.77268,0.796819,0.816141,0.831826,0.844733,0.855491,0.864559,0.872282,0.87892,0.884669,0.889683,0.894082,0.897963,0.9014,0.904456,0.907181,0.909617,0.911798,0.913753,0.915506,0.917078,0.918485,0.919742,0.920862,0.921855,0.92273,0.923495,0.924157,0.92472,0.925189,0.925568,0.92586,0.926067,0.926191,0.926232,0.926191,0.926067,0.92586,0.925568,0.925189,0.92472,0.924157,0.923495,0.92273,0.921855,0.920862,0.919742,0.918485,0.917078,0.915506,0.913753,0.911798,0.909617,0.907181,0.904456,0.9014,0.897963,0.894082,0.889683,0.884669,0.87892,0.872282,0.864559,0.855491,0.844733,0.831826,0.816141,0.796819,0.77268,0.742126,0.70308,0.653119,0.590167,0.514428,0.431934,0.356178,0.29319,0.243176,0.204058,0.173414,0.149167,0.129719,0.113888,0.100816,0.0898748,0.0806021,0.0726542,0.0657716,0.0597558,0.0544527,0.0497416,0.0455264,0.04173,0.0382898,0.0351542,0.0322808,0.029634,0.0271838,0.024905,0.0227757,0.0207772,0.0188933,0.0171096,0.0154138,0.0137946,0.012242,0.0107472,0.00930192,0.00789867,0.00653052,0.00519097,0.00387391,0.00257347,0.00128401,0
0,0.00159476,0.00319622,0.00481115,0.00644647,0.00810936,0.00980732,0.0115483,0.0133408,0.0151938,0.0171175,0.0191226,0.0212213,0.023427,0.0257548,0.0282219,0.0308477,0.0336545,0.0366683,0.0399191,0.0434422,0.047279,0.0514792,0.0561019,0.0612189,0.0669173,0.0733046,0.0805136,0.0887109,0.0981067,0.108969,0.121641,0.136566,0.154318,0.175631,0.201437,0.232861,0.271155,0.317445,0.372157,0.434014,0.498978,0.560812,0.61548,0.661704,0.699908,0.731221,0.756891,0.778047,0.795618,0.810338,0.82278,0.833388,0.842504,0.850396,0.857272,0.8633,0.86861,0.87331,0.877485,0.881206,0.884532,0.88751,0.890181,0.892579,0.894731,0.896662,0.898393,0.899941,0.901321,0.902545,0.903624,0.904568,0.905385,0.90608,0.90666,0.907128,0.907489,0.907745,0.907898,0.907949,0.907898,0.907745,0.907489,0.907128,0.90666,0.90608,0.905385,0.904568,0.903624,0.902545,0.901321,0.899941,0.898393,0.896662,0.894731,0.892579,0.890181,0.88751,0.884532,0.881206,0.877485,0.87331,0.86861,0.8633,0.857272,0.850396,0.842504,0.833388,0.82278,0.810338,0.795618,0.778047,0.756891,0.731221,0.699908,0.661704,0.61548,0.560812,0.498978,0.434014,0.372157,0.317445,0.271155,0.232861,0.201437,0.175631,0.154318,0.136566,0.121641,0.108969,0.0981067,0.0887109,0.0805136,0.0733046,0.0669173,0.0612189,0.0561019,0.0514792,0.047279,0.0434422,0.0399191,0.0366683,0.0336545,0.0308477,0.0282219,0.0257548,0.023427,0.0212213,0.0191226,0.0171175,0.0151938,0.0133408,0.0115483,0.00980732,0.00810936,0.00644647,0.00481115,0.00319622,0.00159476,0
0,0.00189887,0.0038056,0.00572813,0.00767458,0.00965336,0.0116732,0.0137435,0.0158741,0.0180755,0.0203594,0.0227385,0.0252266,0.0278393,0.0305939,0.0335101,0.03661,0.0399191,0.0434666,0.0472862,0.0514173,0.055906,0.0608068,0.0661843,0.0721158,0.0786943,0.0860327,0.0942685,0.10357,0.114146,0.126254,0.140214,0.156419,0.175356,0.197605,0.223842,0.254796,0.291139,0.333279,0.380994,0.432989,0.486657,0.538626,0.586288,0.628348,0.664585,0.695404,0.721481,0.743542,0.762261,0.778222,0.791907,0.803711,0.813952,0.822889,0.830727,0.837636,0.84375,0.849183,0.854026,0.858355,0.862233,0.865713,0.86884,0.871652,0.874179,0.87645,0.878487,0.880311,0.881938,0.883382,0.884656,0.885772,0.886736,0.887559,0.888244,0.888798,0.889225,0.889528,0.889709,0.889769,0.889709,0.889528,0.889225,0.888798,0.888244,0.887559,0.886736,0.885772,0.884656,0.883382,0.881938,0.880311,0.878487,0.87645,0.874179,0.871652,0.86884,0.865713,0.862233,0.858355,0.854026,0.849183,0.84375,0.837636,0.830727,0.822889,0.813952,0.803711,0.791907,0.778222,0.762261,0.743542,0.721481,0.695404,0.664585,0.628348,0.586288,0.538626,0.486657,0.432989,0.380994,0.333279,0.291139,0.254796,0.223842,0.197605,0.175356,0.156419,0.140214,0.126254,0.114146,0.10357,0.0942685,0.0860327,0.0786943,0.0721158,0.0661843,0.0608068,0.055906,0.0514173,0.0472862,0.0434666,0.0399191,0.03661,0.0335101,0.0305939,0.0278393,0.0252266,0.0227385,0.0203594,0.0180755,0.0158741,0.0137435,0.0116732,0.00965336,0.00767458,0.00572813,0.0038056,0.00189887,0
0,0.00219518,0.0043993,0.00662136,0.00887059,0.0111565,0.0134891,0.0158789,0.0183369,0.0208752,0.0235068,0.0262458,0.0291079,0.0321102,0.0352722,0.0386153,0.0421641,0.0459462,0.0499936,0.0543427,0.0590358,0.064122,0.0696589,0.0757139,0.0823669,0.0897129,0.0978649,0.106959,0.117157,0.128656,0.14169,0.156542,0.173543,0.193082,0.215592,0.241534,0.271341,0.305329,0.343541,0.385552,0.430293,0.476038,0.520749,0.562699,0.600818,0.634681,0.664334,0.690088,0.71238,0.731667,0.748384,0.762917,0.775598,0.786708,0.796482,0.805115,0.812768,0.819575,0.82565,0.831084,0.835957,0.840335,0.844273,0.847818,0.851011,0.853887,0.856474,0.858798,0.86088,0.862739,0.864392,0.865851,0.867128,0.868234,0.869176,0.869963,0.870599,0.871089,0.871436,0.871644,0.871713,0.871644,0.871436,0.871089,0.870599,0.869963,0.869176,0.868234,0.867128,0.865851,0.864392,0.862739,0.86088,0.858798,0.856474,0.853887,0.851011,0.847818,0.844273,0.840335,0.835957,0.831084,0.82565,0.819575,0.812768,0.805115,0.796482,0.786708,0.775598,0.762917,0.748384,0.731667,0.71238,0.690088,0.664334,0.634681,0.600818,0.562699,0.520749,0.476038,0.430293,0.385552,0.343541,0.305329,0.271341,0.241534,0.215592,0.193082,0.173543,0.156542,0.14169,0.128656,0.117157,0.106959,0.0978649,0.0897129,0.0823669,0.0757139,0.0696589,0.064122,0.0590358,0.0543427,0.0499936,0.0459462,0.0421641,0.0386153,0.0352722,0.0321102,0.0291079,0.0262458,0.0235068,0.0208752,0.0183369,0.0158789,0.0134891,0.0111565,0.00887059,0.00662136,0.0043993,0.00219518,0
0,0.00248263,0.00497517,0.0074876,0.0100302,0.0126134,0.0152483,0.0179464,0.02072,0.0235822,0.0265474,0.0296309,0.0328497,0.0362225,0.0397702,0.0435158,0.0474857,0.0517093,0.0562201,0.0610565,0.0662625,0.0718888,0.0779941,0.0846468,0.0919266,0.0999269,0.108757,0.118546,0.129445,0.141631,0.155311,0.170721,0.188132,0.207839,0.230151,0.255362,0.283709,0.315297,0.350004,0.387383,0.426596,0.466457,0.505634,0.542943,0.577545,0.608992,0.637163,0.662162,0.684224,0.703645,0.720732,0.735781,0.749059,0.760804,0.771221,0.780485,0.788748,0.796137,0.802759,0.808706,0.814057,0.818879,0.823227,0.827151,0.830692,0.833886,0.836764,0.839353,0.841676,0.843752,0.845598,0.84723,0.848659,0.849898,0.850954,0.851835,0.852548,0.853098,0.853487,0.85372,0.853798,0.85372,0.853487,0.853098,0.852548,0.851835,0.850954,0.849898,0.848659,0.84723,0.845598,0.843752,0.841676,0.839353,0.836764,0.833886,0.830692,0.827151,0.823227,0.818879,0.814057,0.808706,0.802759,0.796137,0.788748,0.780485,0.771221,0.760804,0.749059,0.735781,0.720732,0.703645,0.684224,0.662162,0.637163,0.608992,0.577545,0.542943,0.505634,0.466457,0.426596,0.387383,0.350004,0.315297,0.283709,0.255362,0.230151,0.207839,0.188132,0.170721,0.155311,0.141631,0.129445,0.118546,0.108757,0.0999269,0.0919266,0.0846468,0.0779941,0.0718888,0.0662625,0.0610565,0.0562201,0.0517093,0.0474857,0.0435158,0.0397702,0.0362225,0.0328497,0.0296309,0.0265474,0.0235822,0.02072,0.0179464,0.0152483,0.0126134,0.0100302,0.0074876,0.00497517,0.00248263,0
0,0.00276026,0.00553129,0.00832395,0.0111494,0.0140189,0.0169446,0.0199389,0.023015,0.0261871,0.0294704,0.0328815,0.0364384,0.0401609,0.0440711,0.0481933,0.0525548,0.0571863,0.0621223,0.0674021,0.0730704,0.079178,0.0857837,0.0929544,0.100768,0.109313,0.118692,0.129025,0.140448,0.153115,0.167202,0.182903,0.200428,0.219994,0.241811,0.266057,0.292839,0.322148,0.353799,0.387383,0.422252,0.457562,0.492391,0.525897,0.55743,0.586582,0.613167,0.637175,0.658714,0.67796,0.695123,0.710419,0.724057,0.73623,0.747114,0.756861,0.765606,0.773467,0.780546,0.786928,0.792691,0.7979,0.80261,0.80687,0.810723,0.814205,0.817348,0.820179,0.822721,0.824997,0.827023,0.828815,0.830386,0.831747,0.832909,0.833879,0.834665,0.83527,0.8357,0.835956,0.836042,0.835956,0.8357,0.83527,0.834665,0.833879,0.832909,0.831747,0.830386,0.828815,0.827023,0.824997,0.822721,0.820179,0.817348,0.814205,0.810723,0.80687,0.80261,0.7979,0.792691,0.786928,0.780546,0.773467,0.765606,0.756861,0.747114,0.73623,0.724057,0.710419,0.695123,0.67796,0.658714,0.637175,0.613167,0.586582,0.55743,0.525897,0.492391,0.457562,0.422252,0.387383,0.353799,0.322148,0.292839,0.266057,0.241811,0.219994,0.200428,0.182903,0.167202,0.153115,0.140448,0.129025,0.118692,0.109313,0.100768,0.0929544,0.0857837,0.079178,0.0730704,0.0674021,0.0621223,0.0571863,0.0525548,0.0481933,0.0440711,0.0401609,0.0364384,0.0328815,0.0294704,0.0261871,0.023015,0.0199389,0.0169446,0.0140189,0.0111494,0.00832395,0.00553129,0.00276026,0
